INFO:     Will watch for changes in these directories: ['/home/niko/Proyectos/C_sol/Vyntra/backend']
INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
INFO:     Started reloader process [7084] using WatchFiles
INFO:     Started server process [7144]
INFO:     Waiting for application startup.
[2026-06-08 11:27:10,309] INFO siee.core | siee core booting (Supabase)
[2026-06-08 11:28:07,124] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:07,476] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:07,827] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:08,179] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:08,531] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:08,883] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:09,144] DEBUG httpcore.http11 | receive_response_body.failed exception=CancelledError("Cancelled via cancel scope 7f9005e56750 by <Task pending name='starlette.middleware.base.BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.coro' coro=<BaseHTTPMiddleware.__call__.<locals>.call_next.<locals>.coro() running at /home/niko/.local/lib/python3.14/site-packages/starlette/middleware/base.py:144> cb=[TaskGroup._spawn.<locals>.task_done() at /home/niko/.local/lib/python3.14/site-packages/anyio/_backends/_asyncio.py:821]>")
[2026-06-08 11:28:09,145] DEBUG httpcore.http11 | response_closed.started
[2026-06-08 11:28:09,146] DEBUG httpcore.http11 | response_closed.complete
[2026-06-08 11:28:09,235] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:09,587] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:09,939] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:10,291] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:10,643] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:10,995] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:11,347] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:11,699] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:12,051] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:12,412] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:12,764] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:13,116] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:13,470] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:13,824] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:14,176] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:14,530] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:14,882] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:15,236] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:15,589] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:15,941] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:16,293] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:16,646] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:17,002] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:17,354] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:17,710] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:18,063] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:18,415] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:18,767] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:19,139] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:19,505] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:19,859] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:20,214] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:20,567] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:20,921] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:21,273] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:21,625] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:21,979] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:22,332] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:22,688] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:23,040] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:23,392] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:23,746] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:24,098] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:24,451] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:24,804] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:25,157] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:25,509] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:25,862] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:26,217] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:26,570] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:26,924] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:27,276] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:27,628] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:27,982] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:28,338] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:28,691] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:29,045] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:29,398] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:29,751] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:30,103] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:30,457] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:30,810] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:31,162] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:31,517] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:31,869] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:32,221] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:32,574] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:32,928] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:33,282] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:33,634] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:33,986] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:34,339] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:34,691] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:35,043] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:35,395] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:35,747] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:36,099] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:36,451] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:36,806] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:37,166] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:37,518] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:37,872] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:38,235] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:38,587] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:38,939] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:39,291] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:39,647] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:39,999] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:40,351] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:40,704] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:41,056] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:41,408] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:41,760] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:42,112] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:42,463] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:42,816] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:43,169] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:43,521] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:43,873] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:44,225] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:44,577] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:44,929] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:45,284] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:45,650] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:46,002] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:46,356] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:46,708] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:47,062] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:47,415] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:47,767] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:48,119] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:48,472] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:48,824] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:49,176] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:49,528] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:49,880] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:50,232] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:50,584] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:50,936] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:51,288] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:51,639] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:51,994] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:52,346] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:52,699] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:53,051] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:53,113] INFO siee.ai_agent | chat req=4fa1e784c17a role=student user=c6d7145a-2fc1-4445-b641-dc5fbe849d53 msg_len=18
[2026-06-08 11:28:53,211] DEBUG httpcore.connection | connect_tcp.started host='openrouter.ai' port=443 local_address=None timeout=45 socket_options=None
[2026-06-08 11:28:53,272] DEBUG httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7f900601bdf0>
[2026-06-08 11:28:53,273] DEBUG httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x7f9005fcbbb0> server_hostname='openrouter.ai' timeout=45
[2026-06-08 11:28:53,377] DEBUG httpcore.connection | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x7f900601a140>
[2026-06-08 11:28:53,379] DEBUG httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
[2026-06-08 11:28:53,382] DEBUG httpcore.http11 | send_request_headers.complete
[2026-06-08 11:28:53,383] DEBUG httpcore.http11 | send_request_body.started request=<Request [b'POST']>
[2026-06-08 11:28:53,384] DEBUG httpcore.http11 | send_request_body.complete
[2026-06-08 11:28:53,385] DEBUG httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
[2026-06-08 11:28:53,404] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:53,756] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:54,108] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:54,460] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:54,812] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:55,164] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:55,195] DEBUG httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Mon, 08 Jun 2026 16:28:55 GMT'), (b'Content-Type', b'text/event-stream'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Access-Control-Allow-Origin', b'*'), (b'Cache-Control', b'no-cache'), (b'X-Generation-Id', b'gen-1780936133-Z3prgYavAqhE33oKIecX'), (b'access-control-expose-headers', b'X-Generation-Id,cf-ray'), (b'Permissions-Policy', b'payment=(self "https://checkout.stripe.com" "https://connect-js.stripe.com" "https://js.stripe.com" "https://*.js.stripe.com" "https://hooks.stripe.com")'), (b'Referrer-Policy', b'no-referrer, strict-origin-when-cross-origin'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'a08945b1ac717b05-BOG')])
[2026-06-08 11:28:55,198] INFO httpx | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-06-08 11:28:55,200] DEBUG httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
[2026-06-08 11:28:55,516] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:55,869] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
INFO:     127.0.0.1:45972 - "POST /api/ai/student-tutor HTTP/1.1" 200 OK
[2026-06-08 11:28:56,221] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:56,574] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:56,927] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:57,279] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:28:57,370] DEBUG httpcore.connection | close.started
[2026-06-08 11:28:57,371] DEBUG httpcore.connection | close.complete
[2026-06-08 11:28:57,372] DEBUG httpcore.connection | connect_tcp.started host='fpombaziyombczyfdryt.supabase.co' port=443 local_address=None timeout=120 socket_options=None
[2026-06-08 11:28:57,572] DEBUG httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7f900601a470>
